,type,seed,difficulty,dnn_xs,dnn_m,lstm_xs,open_lstm_m,last_value,regression,arima,entropy
80,size_1000_seed_81_config_piecewise_linear_num_seg_9_lookback_10,81,9,0.005164886824786663,0.007638494484126568,0.026647306978702545,0.005383974872529507,0.0009716611821204424,4.7088066736858946e-05,0.00129792760010626,2.079603212771989
81,size_1000_seed_82_config_piecewise_linear_num_seg_9_lookback_10,82,9,0.017909763380885124,0.018321672454476357,0.027989845722913742,0.0033988833893090487,0.0019667965825647116,0.0009259436627229059,0.0016549077712657279,1.9133406114162022
82,size_1000_seed_83_config_piecewise_linear_num_seg_9_lookback_10,83,9,0.036038562655448914,0.024857230484485626,0.040324486792087555,0.00923201534897089,0.0022942698560655117,1.8278757737411055e-08,0.0038004313696385792,2.269854675737006
83,size_1000_seed_84_config_piecewise_linear_num_seg_9_lookback_10,84,9,0.004913462325930595,0.01865541748702526,0.008738400414586067,0.00485967705026269,0.001387341064400971,0.0001245117982228472,0.0010644043539114612,2.184042315865663
84,size_1000_seed_85_config_piecewise_linear_num_seg_9_lookback_10,85,9,0.0026801698841154575,0.01999700255692005,0.017294827848672867,0.0014935024082660675,0.0022845815401524305,0.0001417557795842475,0.0018884838306121646,1.5907980467039955
85,size_1000_seed_86_config_piecewise_linear_num_seg_9_lookback_10,86,9,0.02005072683095932,0.05961710959672928,0.027774183079600334,0.0026132857892662287,0.002775500062853098,0.00033747216065726224,0.0032794175953719147,2.221297335797943
86,size_1000_seed_87_config_piecewise_linear_num_seg_9_lookback_10,87,9,0.0019506019307300448,0.004766614641994238,0.022449985146522522,0.0005134951788932085,0.0004001176275778562,1.7404556295064212e-08,0.0009575051934853496,1.9214904247485336
87,size_1000_seed_88_config_piecewise_linear_num_seg_9_lookback_10,88,9,0.009026173502206802,0.007186202332377434,0.008966238237917423,0.002057264093309641,0.0015965331112965941,0.0003233486016591458,0.0022215507493394955,1.9543067796799505
88,size_1000_seed_89_config_piecewise_linear_num_seg_9_lookback_10,89,9,0.025277001783251762,0.014273998327553272,0.09461869299411774,0.014733811840415001,0.0014061802066862583,2.0305315640012368e-08,0.0029505128991329276,1.7703194931738537
89,size_1000_seed_90_config_piecewise_linear_num_seg_9_lookback_10,90,9,0.0027503902092576027,0.01714075729250908,0.022218480706214905,0.006781869102269411,0.002076878445222974,1.8000602728385216e-08,0.00284397387044518,2.300138671089967
90,size_1000_seed_91_config_piecewise_linear_num_seg_10_lookback_10,91,10,0.057329416275024414,0.04303138330578804,0.03926147148013115,0.022690704092383385,0.005173690151423216,0.001151456007113058,0.006100861356794719,1.997011455625178
